,Unnamed: 0_x,Timestamp,Scope_x,Name_x,Source URL,Destination RSE,Destination URL,Rucio_Checksum,Destination_Checksum_x,Unnamed: 0_y,Name_y,Path,Size,Seal_Checksum,Destination_Checksum_y,status
323,414,"02/20/2024, 11:35:48 AM",data16_13TeV,DAOD_RPVLL.22357679._000214.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357679._000214.pool.root.1?copy_mode=pull,CERN-PROD_DATADISK,davs://eosatlas.cern.ch:443/eos/atlas/atlasdatadisk/rucio/data16_13TeV/c5/16/DAOD_RPVLL.22357679._000214.pool.root.1,1f38beab,3223b779,414,/rucio/data16_13TeV/DAOD_RPVLL.22357679._000214.pool.root.1,8525007995,8.525GB,1f38beab,3223b779,Transfer Error
302,393,"02/20/2024, 11:55:11 AM",data16_13TeV,DAOD_RPVLL.22357684._000009.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357684._000009.pool.root.1?copy_mode=pull,CERN-PROD_DATADISK,davs://eosatlas.cern.ch:443/eos/atlas/atlasdatadisk/rucio/data16_13TeV/c5/f6/DAOD_RPVLL.22357684._000009.pool.root.1,cdaf3389,236a5c10,393,/rucio/data16_13TeV/DAOD_RPVLL.22357684._000009.pool.root.1,10076000726,10.08GB,cdaf3389,236a5c10,Transfer Error
132,222,"02/20/2024, 03:53:21 PM",data16_13TeV,DAOD_RPVLL.22357684._000020.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357684._000020.pool.root.1?copy_mode=pull,CERN-PROD_DATADISK,davs://eosatlas.cern.ch:443/eos/atlas/atlasdatadisk/rucio/data16_13TeV/59/4c/DAOD_RPVLL.22357684._000020.pool.root.1,e3e59342,3326af43,222,/rucio/data16_13TeV/DAOD_RPVLL.22357684._000020.pool.root.1,9005516479,9.006GB,e3e59342,3326af43,Transfer Error
233,324,"02/20/2024, 01:20:37 PM",data16_13TeV,DAOD_RPVLL.22357684._000057.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357684._000057.pool.root.1?copy_mode=pull,CERN-PROD_DATADISK,davs://eosatlas.cern.ch:443/eos/atlas/atlasdatadisk/rucio/data16_13TeV/d6/dc/DAOD_RPVLL.22357684._000057.pool.root.1,3bf1ded7,95adb0b6,324,/rucio/data16_13TeV/DAOD_RPVLL.22357684._000057.pool.root.1,8937724037,8.938GB,3bf1ded7,95adb0b6,Transfer Error
193,283,"02/20/2024, 02:27:53 PM",data16_13TeV,DAOD_RPVLL.22357684._000220.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357684._000220.pool.root.1?copy_mode=pull,BNL-OSG2_DATADISK,davs://dcgftp.usatlas.bnl.gov:443/pnfs/usatlas.bnl.gov/BNLT0D1/rucio/data16_13TeV/d4/b7/DAOD_RPVLL.22357684._000220.pool.root.1,174ea7bc,12823ce0,283,/rucio/data16_13TeV/DAOD_RPVLL.22357684._000220.pool.root.1,10323628969,10.32GB,174ea7bc,12823ce0,Transfer Error
260,351,"02/20/2024, 12:44:59 PM",data16_13TeV,DAOD_RPVLL.22357684._000228.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357684._000228.pool.root.1?copy_mode=pull,CERN-PROD_DATADISK,davs://eosatlas.cern.ch:443/eos/atlas/atlasdatadisk/rucio/data16_13TeV/79/e0/DAOD_RPVLL.22357684._000228.pool.root.1,e9b0b257,236afc00,351,/rucio/data16_13TeV/DAOD_RPVLL.22357684._000228.pool.root.1,7856411934,7.856GB,e9b0b257,236afc00,Transfer Error
117,207,"02/20/2024, 04:30:56 PM",data16_13TeV,DAOD_RPVLL.22357695._000034.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357695._000034.pool.root.1?copy_mode=pull,CERN-PROD_DATADISK,davs://eosatlas.cern.ch:443/eos/atlas/atlasdatadisk/rucio/data16_13TeV/47/6e/DAOD_RPVLL.22357695._000034.pool.root.1,c0d178dd,58d12f3e,207,/rucio/data16_13TeV/DAOD_RPVLL.22357695._000034.pool.root.1,7128752550,7.129GB,c0d178dd,58d12f3e,Transfer Error
164,254,"02/20/2024, 02:59:32 PM",data16_13TeV,DAOD_RPVLL.22357695._000045.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357695._000045.pool.root.1?copy_mode=pull,BNL-OSG2_DATADISK,davs://dcgftp.usatlas.bnl.gov:443/pnfs/usatlas.bnl.gov/BNLT0D1/rucio/data16_13TeV/91/c5/DAOD_RPVLL.22357695._000045.pool.root.1,78002eff,defa7f54,254,/rucio/data16_13TeV/DAOD_RPVLL.22357695._000045.pool.root.1,6955746923,6.956GB,78002eff,defa7f54,Transfer Error
118,208,"02/20/2024, 04:27:19 PM",data16_13TeV,DAOD_RPVLL.22357695._000098.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357695._000098.pool.root.1?copy_mode=pull,CERN-PROD_DATADISK,davs://eosatlas.cern.ch:443/eos/atlas/atlasdatadisk/rucio/data16_13TeV/4c/6f/DAOD_RPVLL.22357695._000098.pool.root.1,b7345ed0,a1dad184,208,/rucio/data16_13TeV/DAOD_RPVLL.22357695._000098.pool.root.1,9747132778,9.747GB,b7345ed0,a1dad184,Transfer Error
368,459,"02/20/2024, 11:01:45 AM",data16_13TeV,DAOD_RPVLL.22357695._000134.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357695._000134.pool.root.1?copy_mode=pull,CERN-PROD_DATADISK,davs://eosatlas.cern.ch:443/eos/atlas/atlasdatadisk/rucio/data16_13TeV/e1/3a/DAOD_RPVLL.22357695._000134.pool.root.1,19249612,7526c3e9,459,/rucio/data16_13TeV/DAOD_RPVLL.22357695._000134.pool.root.1,8951779970,8.952GB,19249612,7526c3e9,Transfer Error
112,202,"02/20/2024, 04:33:20 PM",data16_13TeV,DAOD_RPVLL.22357695._000135.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357695._000135.pool.root.1?copy_mode=pull,BNL-OSG2_DATADISK,davs://dcgftp.usatlas.bnl.gov:443/pnfs/usatlas.bnl.gov/BNLT0D1/rucio/data16_13TeV/15/80/DAOD_RPVLL.22357695._000135.pool.root.1,7f23543f,f06cc617,202,/rucio/data16_13TeV/DAOD_RPVLL.22357695._000135.pool.root.1,9004259573,9.004GB,7f23543f,f06cc617,Transfer Error
92,182,"02/20/2024, 04:55:26 PM",data16_13TeV,DAOD_RPVLL.22357695._000166.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357695._000166.pool.root.1?copy_mode=pull,CERN-PROD_DATADISK,davs://eosatlas.cern.ch:443/eos/atlas/atlasdatadisk/rucio/data16_13TeV/16/ea/DAOD_RPVLL.22357695._000166.pool.root.1,1d3c1c33,1075f6c7,182,/rucio/data16_13TeV/DAOD_RPVLL.22357695._000166.pool.root.1,9574046523,9.574GB,1d3c1c33,1075f6c7,Transfer Error
140,230,"02/20/2024, 03:46:11 PM",data16_13TeV,DAOD_RPVLL.22357700._000007.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357700._000007.pool.root.1?copy_mode=pull,CERN-PROD_DATADISK,davs://eosatlas.cern.ch:443/eos/atlas/atlasdatadisk/rucio/data16_13TeV/5c/5c/DAOD_RPVLL.22357700._000007.pool.root.1,044a3c23,95272e61,230,/rucio/data16_13TeV/DAOD_RPVLL.22357700._000007.pool.root.1,11269643839,11.27GB,044a3c23,95272e61,Transfer Error
292,383,"02/20/2024, 12:17:06 PM",data16_13TeV,DAOD_RPVLL.22357700._000180.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357700._000180.pool.root.1?copy_mode=pull,BNL-OSG2_DATADISK,davs://dcgftp.usatlas.bnl.gov:443/pnfs/usatlas.bnl.gov/BNLT0D1/rucio/data16_13TeV/a3/f7/DAOD_RPVLL.22357700._000180.pool.root.1,8e8b521f,8d880e3d,383,/rucio/data16_13TeV/DAOD_RPVLL.22357700._000180.pool.root.1,8484012281,8.484GB,8e8b521f,8d880e3d,Transfer Error
257,348,"02/20/2024, 12:47:36 PM",data16_13TeV,DAOD_RPVLL.22357700._000184.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357700._000184.pool.root.1?copy_mode=pull,BNL-OSG2_DATADISK,davs://dcgftp.usatlas.bnl.gov:443/pnfs/usatlas.bnl.gov/BNLT0D1/rucio/data16_13TeV/34/1d/DAOD_RPVLL.22357700._000184.pool.root.1,95ab1ee1,ee3aafde,348,/rucio/data16_13TeV/DAOD_RPVLL.22357700._000184.pool.root.1,8442325068,8.442GB,95ab1ee1,ee3aafde,Transfer Error
442,533,"02/20/2024, 08:43:05 AM",data16_13TeV,DAOD_RPVLL.22357700._000217.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357700._000217.pool.root.1?copy_mode=pull,CERN-PROD_DATADISK,davs://eosatlas.cern.ch:443/eos/atlas/atlasdatadisk/rucio/data16_13TeV/55/fe/DAOD_RPVLL.22357700._000217.pool.root.1,7639c27c,21bc9f38,533,/rucio/data16_13TeV/DAOD_RPVLL.22357700._000217.pool.root.1,7909018033,7.909GB,7639c27c,21bc9f38,Transfer Error
409,500,"02/20/2024, 10:07:45 AM",data16_13TeV,DAOD_RPVLL.22357700._000276.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357700._000276.pool.root.1?copy_mode=pull,CERN-PROD_DATADISK,davs://eosatlas.cern.ch:443/eos/atlas/atlasdatadisk/rucio/data16_13TeV/b0/44/DAOD_RPVLL.22357700._000276.pool.root.1,447683e6,76bc14be,500,/rucio/data16_13TeV/DAOD_RPVLL.22357700._000276.pool.root.1,8552126092,8.552GB,447683e6,76bc14be,Transfer Error
398,489,"02/20/2024, 10:26:18 AM",data16_13TeV,DAOD_RPVLL.22357700._000287.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357700._000287.pool.root.1?copy_mode=pull,CERN-PROD_DATADISK,davs://eosatlas.cern.ch:443/eos/atlas/atlasdatadisk/rucio/data16_13TeV/44/0e/DAOD_RPVLL.22357700._000287.pool.root.1,fe60f94a,a5a53cce,489,/rucio/data16_13TeV/DAOD_RPVLL.22357700._000287.pool.root.1,10277043589,10.28GB,fe60f94a,a5a53cce,Transfer Error
212,303,"02/20/2024, 01:49:08 PM",data16_13TeV,DAOD_RPVLL.22357706._000097.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357706._000097.pool.root.1?copy_mode=pull,CERN-PROD_DATADISK,davs://eosatlas.cern.ch:443/eos/atlas/atlasdatadisk/rucio/data16_13TeV/f9/35/DAOD_RPVLL.22357706._000097.pool.root.1,20f38c2b,c5a5416b,303,/rucio/data16_13TeV/DAOD_RPVLL.22357706._000097.pool.root.1,7503375988,7.503GB,20f38c2b,c5a5416b,Transfer Error
174,264,"02/20/2024, 02:45:16 PM",data16_13TeV,DAOD_RPVLL.22357706._000341.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357706._000341.pool.root.1?copy_mode=pull,CERN-PROD_DATADISK,davs://eosatlas.cern.ch:443/eos/atlas/atlasdatadisk/rucio/data16_13TeV/8d/01/DAOD_RPVLL.22357706._000341.pool.root.1,03b1348d,8e2fe35e,264,/rucio/data16_13TeV/DAOD_RPVLL.22357706._000341.pool.root.1,9202718592,9.203GB,03b1348d,8e2fe35e,Transfer Error
314,405,"02/20/2024, 11:44:53 AM",data16_13TeV,DAOD_RPVLL.22357706._000344.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357706._000344.pool.root.1?copy_mode=pull,CERN-PROD_DATADISK,davs://eosatlas.cern.ch:443/eos/atlas/atlasdatadisk/rucio/data16_13TeV/fc/93/DAOD_RPVLL.22357706._000344.pool.root.1,83a9691f,65871263,405,/rucio/data16_13TeV/DAOD_RPVLL.22357706._000344.pool.root.1,9221964224,9.222GB,83a9691f,65871263,Transfer Error
254,345,"02/20/2024, 12:52:31 PM",data16_13TeV,DAOD_RPVLL.22357733._000002.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357733._000002.pool.root.1?copy_mode=pull,BNL-OSG2_DATADISK,davs://dcgftp.usatlas.bnl.gov:443/pnfs/usatlas.bnl.gov/BNLT0D1/rucio/data16_13TeV/a1/ad/DAOD_RPVLL.22357733._000002.pool.root.1,9efb92dd,234fd82f,345,/rucio/data16_13TeV/DAOD_RPVLL.22357733._000002.pool.root.1,10899438777,10.9GB,9efb92dd,234fd82f,Transfer Error
422,513,"02/20/2024, 09:51:40 AM",data16_13TeV,DAOD_RPVLL.22357733._000074.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357733._000074.pool.root.1?copy_mode=pull,BNL-OSG2_DATADISK,davs://dcgftp.usatlas.bnl.gov:443/pnfs/usatlas.bnl.gov/BNLT0D1/rucio/data16_13TeV/1a/d3/DAOD_RPVLL.22357733._000074.pool.root.1,e9ddb789,8cf6391b,513,/rucio/data16_13TeV/DAOD_RPVLL.22357733._000074.pool.root.1,7254548294,7.255GB,e9ddb789,8cf6391b,Transfer Error
64,154,"02/20/2024, 05:24:10 PM",data16_13TeV,DAOD_RPVLL.22357733._000149.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357733._000149.pool.root.1?copy_mode=pull,CERN-PROD_DATADISK,davs://eosatlas.cern.ch:443/eos/atlas/atlasdatadisk/rucio/data16_13TeV/ce/02/DAOD_RPVLL.22357733._000149.pool.root.1,3bba729d,3d24387c,154,/rucio/data16_13TeV/DAOD_RPVLL.22357733._000149.pool.root.1,9656547265,9.657GB,3bba729d,3d24387c,Transfer Error
256,347,"02/20/2024, 12:49:01 PM",data16_13TeV,DAOD_RPVLL.22357733._000278.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357733._000278.pool.root.1?copy_mode=pull,BNL-OSG2_DATADISK,davs://dcgftp.usatlas.bnl.gov:443/pnfs/usatlas.bnl.gov/BNLT0D1/rucio/data16_13TeV/e3/57/DAOD_RPVLL.22357733._000278.pool.root.1,4b7b4f17,5cd208f4,347,/rucio/data16_13TeV/DAOD_RPVLL.22357733._000278.pool.root.1,9038769730,9.039GB,4b7b4f17,5cd208f4,Transfer Error
320,411,"02/20/2024, 11:36:23 AM",data16_13TeV,DAOD_RPVLL.22357733._000297.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357733._000297.pool.root.1?copy_mode=pull,CERN-PROD_DATADISK,davs://eosatlas.cern.ch:443/eos/atlas/atlasdatadisk/rucio/data16_13TeV/80/99/DAOD_RPVLL.22357733._000297.pool.root.1,d157da9f,c0729ea3,411,/rucio/data16_13TeV/DAOD_RPVLL.22357733._000297.pool.root.1,6232229787,6.232GB,d157da9f,c0729ea3,Transfer Error
142,232,"02/20/2024, 03:45:12 PM",data16_13TeV,DAOD_RPVLL.22357738._000046.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357738._000046.pool.root.1?copy_mode=pull,BNL-OSG2_DATADISK,davs://dcgftp.usatlas.bnl.gov:443/pnfs/usatlas.bnl.gov/BNLT0D1/rucio/data16_13TeV/ee/29/DAOD_RPVLL.22357738._000046.pool.root.1,6705a3b1,aadb3e9a,232,/rucio/data16_13TeV/DAOD_RPVLL.22357738._000046.pool.root.1,7982964390,7.983GB,6705a3b1,aadb3e9a,Transfer Error
344,435,"02/20/2024, 11:18:30 AM",data16_13TeV,DAOD_RPVLL.22357738._000076.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357738._000076.pool.root.1?copy_mode=pull,CERN-PROD_DATADISK,davs://eosatlas.cern.ch:443/eos/atlas/atlasdatadisk/rucio/data16_13TeV/0d/5c/DAOD_RPVLL.22357738._000076.pool.root.1,f24fddea,0d4f120f,435,/rucio/data16_13TeV/DAOD_RPVLL.22357738._000076.pool.root.1,7627239773,7.627GB,f24fddea,0d4f120f,Transfer Error
317,408,"02/20/2024, 11:41:54 AM",data16_13TeV,DAOD_RPVLL.22357744._000079.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357744._000079.pool.root.1?copy_mode=pull,BNL-OSG2_DATADISK,davs://dcgftp.usatlas.bnl.gov:443/pnfs/usatlas.bnl.gov/BNLT0D1/rucio/data16_13TeV/5f/48/DAOD_RPVLL.22357744._000079.pool.root.1,7f3597b0,09abca93,408,/rucio/data16_13TeV/DAOD_RPVLL.22357744._000079.pool.root.1,10058532402,10.06GB,7f3597b0,09abca93,Transfer Error
416,507,"02/20/2024, 10:01:33 AM",data16_13TeV,DAOD_RPVLL.22357748._000019.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357748._000019.pool.root.1?copy_mode=pull,BNL-OSG2_DATADISK,davs://dcgftp.usatlas.bnl.gov:443/pnfs/usatlas.bnl.gov/BNLT0D1/rucio/data16_13TeV/03/04/DAOD_RPVLL.22357748._000019.pool.root.1,119a7e2d,f3257af7,507,/rucio/data16_13TeV/DAOD_RPVLL.22357748._000019.pool.root.1,7718876714,7.719GB,119a7e2d,f3257af7,Transfer Error
349,440,"02/20/2024, 11:15:40 AM",data16_13TeV,DAOD_RPVLL.22357748._000052.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357748._000052.pool.root.1?copy_mode=pull,CERN-PROD_DATADISK,davs://eosatlas.cern.ch:443/eos/atlas/atlasdatadisk/rucio/data16_13TeV/34/ef/DAOD_RPVLL.22357748._000052.pool.root.1,917c0abe,0ad91b2f,440,/rucio/data16_13TeV/DAOD_RPVLL.22357748._000052.pool.root.1,6974423915,6.974GB,917c0abe,0ad91b2f,Transfer Error
17,106,"02/20/2024, 06:09:20 PM",data16_13TeV,DAOD_RPVLL.22357753._000011.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357753._000011.pool.root.1?copy_mode=pull,CERN-PROD_DATADISK,davs://eosatlas.cern.ch:443/eos/atlas/atlasdatadisk/rucio/data16_13TeV/b6/ad/DAOD_RPVLL.22357753._000011.pool.root.1,fa1b5f0b,5218ccb4,106,/rucio/data16_13TeV/DAOD_RPVLL.22357753._000011.pool.root.1,7680464484,7.68GB,fa1b5f0b,5218ccb4,Transfer Error
89,179,"02/20/2024, 04:55:41 PM",data16_13TeV,DAOD_RPVLL.22357753._000039.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357753._000039.pool.root.1?copy_mode=pull,BNL-OSG2_DATADISK,davs://dcgftp.usatlas.bnl.gov:443/pnfs/usatlas.bnl.gov/BNLT0D1/rucio/data16_13TeV/50/a3/DAOD_RPVLL.22357753._000039.pool.root.1,bcb47547,810721e3,179,/rucio/data16_13TeV/DAOD_RPVLL.22357753._000039.pool.root.1,7743251612,7.743GB,bcb47547,810721e3,Transfer Error
429,520,"02/20/2024, 09:30:46 AM",data16_13TeV,DAOD_RPVLL.22357753._000081.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357753._000081.pool.root.1?copy_mode=pull,BNL-OSG2_DATADISK,davs://dcgftp.usatlas.bnl.gov:443/pnfs/usatlas.bnl.gov/BNLT0D1/rucio/data16_13TeV/b2/08/DAOD_RPVLL.22357753._000081.pool.root.1,52ecfdae,2a2a2eaa,520,/rucio/data16_13TeV/DAOD_RPVLL.22357753._000081.pool.root.1,7527439750,7.527GB,52ecfdae,2a2a2eaa,Transfer Error
146,236,"02/20/2024, 03:42:50 PM",data16_13TeV,DAOD_RPVLL.22357753._000103.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357753._000103.pool.root.1?copy_mode=pull,CERN-PROD_DATADISK,davs://eosatlas.cern.ch:443/eos/atlas/atlasdatadisk/rucio/data16_13TeV/75/3c/DAOD_RPVLL.22357753._000103.pool.root.1,d7b77b98,145844ea,236,/rucio/data16_13TeV/DAOD_RPVLL.22357753._000103.pool.root.1,7252371971,7.252GB,d7b77b98,145844ea,Transfer Error
235,326,"02/20/2024, 01:13:51 PM",data16_13TeV,DAOD_RPVLL.22357753._000168.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357753._000168.pool.root.1?copy_mode=pull,CERN-PROD_DATADISK,davs://eosatlas.cern.ch:443/eos/atlas/atlasdatadisk/rucio/data16_13TeV/6e/79/DAOD_RPVLL.22357753._000168.pool.root.1,08c08f95,505c359d,326,/rucio/data16_13TeV/DAOD_RPVLL.22357753._000168.pool.root.1,9040789832,9.041GB,08c08f95,505c359d,Transfer Error
1,90,"02/20/2024, 06:27:54 PM",data16_13TeV,DAOD_RPVLL.22357753._000212.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357753._000212.pool.root.1?copy_mode=pull,CERN-PROD_DATADISK,davs://eosatlas.cern.ch:443/eos/atlas/atlasdatadisk/rucio/data16_13TeV/f2/99/DAOD_RPVLL.22357753._000212.pool.root.1,d9acf49f,21d1c5f5,90,/rucio/data16_13TeV/DAOD_RPVLL.22357753._000212.pool.root.1,9572344002,9.572GB,d9acf49f,21d1c5f5,Transfer Error
179,269,"02/20/2024, 02:43:25 PM",data16_13TeV,DAOD_RPVLL.22357753._000252.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357753._000252.pool.root.1?copy_mode=pull,CERN-PROD_DATADISK,davs://eosatlas.cern.ch:443/eos/atlas/atlasdatadisk/rucio/data16_13TeV/01/ab/DAOD_RPVLL.22357753._000252.pool.root.1,0b6e9a72,ae4863c9,269,/rucio/data16_13TeV/DAOD_RPVLL.22357753._000252.pool.root.1,8236678039,8.237GB,0b6e9a72,ae4863c9,Transfer Error
183,273,"02/20/2024, 02:38:31 PM",data16_13TeV,DAOD_RPVLL.22357753._000266.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357753._000266.pool.root.1?copy_mode=pull,CERN-PROD_DATADISK,davs://eosatlas.cern.ch:443/eos/atlas/atlasdatadisk/rucio/data16_13TeV/af/41/DAOD_RPVLL.22357753._000266.pool.root.1,9fd06c00,9dccf11f,273,/rucio/data16_13TeV/DAOD_RPVLL.22357753._000266.pool.root.1,7268583306,7.269GB,9fd06c00,9dccf11f,Transfer Error
10,99,"02/20/2024, 06:15:05 PM",data16_13TeV,DAOD_RPVLL.22357753._000277.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357753._000277.pool.root.1?copy_mode=pull,CERN-PROD_DATADISK,davs://eosatlas.cern.ch:443/eos/atlas/atlasdatadisk/rucio/data16_13TeV/e5/bc/DAOD_RPVLL.22357753._000277.pool.root.1,ee8ac72a,e1a40f7b,99,/rucio/data16_13TeV/DAOD_RPVLL.22357753._000277.pool.root.1,8922401930,8.922GB,ee8ac72a,e1a40f7b,Transfer Error
52,142,"02/20/2024, 05:39:50 PM",data16_13TeV,DAOD_RPVLL.22357753._000307.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357753._000307.pool.root.1?copy_mode=pull,CERN-PROD_DATADISK,davs://eosatlas.cern.ch:443/eos/atlas/atlasdatadisk/rucio/data16_13TeV/12/14/DAOD_RPVLL.22357753._000307.pool.root.1,71992e83,8876f1f6,142,/rucio/data16_13TeV/DAOD_RPVLL.22357753._000307.pool.root.1,9102874468,9.103GB,71992e83,8876f1f6,Transfer Error
450,541,"02/20/2024, 08:08:24 AM",data16_13TeV,DAOD_RPVLL.22357758._000089.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357758._000089.pool.root.1?copy_mode=pull,BNL-OSG2_DATADISK,davs://dcgftp.usatlas.bnl.gov:443/pnfs/usatlas.bnl.gov/BNLT0D1/rucio/data16_13TeV/3d/cf/DAOD_RPVLL.22357758._000089.pool.root.1,35850909,097c9bde,541,/rucio/data16_13TeV/DAOD_RPVLL.22357758._000089.pool.root.1,9455728435,9.456GB,35850909,097c9bde,Transfer Error
405,496,"02/20/2024, 10:18:18 AM",data16_13TeV,DAOD_RPVLL.22357768._000033.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357768._000033.pool.root.1?copy_mode=pull,CERN-PROD_DATADISK,davs://eosatlas.cern.ch:443/eos/atlas/atlasdatadisk/rucio/data16_13TeV/a0/55/DAOD_RPVLL.22357768._000033.pool.root.1,b4097443,40a9c7dc,496,/rucio/data16_13TeV/DAOD_RPVLL.22357768._000033.pool.root.1,10369341360,10.37GB,b4097443,40a9c7dc,Transfer Error
271,362,"02/20/2024, 12:39:31 PM",data16_13TeV,DAOD_RPVLL.22357778._000008.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357778._000008.pool.root.1?copy_mode=pull,BNL-OSG2_DATADISK,davs://dcgftp.usatlas.bnl.gov:443/pnfs/usatlas.bnl.gov/BNLT0D1/rucio/data16_13TeV/e6/60/DAOD_RPVLL.22357778._000008.pool.root.1,1169f1b4,5542dfe0,362,/rucio/data16_13TeV/DAOD_RPVLL.22357778._000008.pool.root.1,11021748101,11.02GB,1169f1b4,5542dfe0,Transfer Error
220,311,"02/20/2024, 01:38:50 PM",data16_13TeV,DAOD_RPVLL.22357778._000018.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357778._000018.pool.root.1?copy_mode=pull,CERN-PROD_DATADISK,davs://eosatlas.cern.ch:443/eos/atlas/atlasdatadisk/rucio/data16_13TeV/86/6d/DAOD_RPVLL.22357778._000018.pool.root.1,4967e633,b1c011aa,311,/rucio/data16_13TeV/DAOD_RPVLL.22357778._000018.pool.root.1,7461282185,7.461GB,4967e633,b1c011aa,Transfer Error
