,Unnamed: 0_x,Timestamp,Scope_x,Name_x,Source URL,Destination RSE,Destination URL,Rucio_Checksum,Destination_Checksum_x,Unnamed: 0_y,Name_y,Path,Size,Seal_Checksum,Destination_Checksum_y,status
252,343,"02/20/2024, 12:58:45 PM",data16_13TeV,DAOD_RPVLL.21711783._000015.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.21711783._000015.pool.root.1?copy_mode=pull,CERN-PROD_DATADISK,davs://eosatlas.cern.ch:443/eos/atlas/atlasdatadisk/rucio/data16_13TeV/8b/2a/DAOD_RPVLL.21711783._000015.pool.root.1,02775bbc,d0bf6eaf,343,/rucio/data16_13TeV/DAOD_RPVLL.21711783._000015.pool.root.1,8491024658,8.491GB,02775bbc,d0bf6eaf,Transfer Error
444,535,"02/20/2024, 08:23:18 AM",data16_13TeV,DAOD_RPVLL.21711783._000132.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.21711783._000132.pool.root.1?copy_mode=pull,BNL-OSG2_DATADISK,davs://dcgftp.usatlas.bnl.gov:443/pnfs/usatlas.bnl.gov/BNLT0D1/rucio/data16_13TeV/29/d0/DAOD_RPVLL.21711783._000132.pool.root.1,b4ff5e69,f0cd34b5,535,/rucio/data16_13TeV/DAOD_RPVLL.21711783._000132.pool.root.1,10417220950,10.42GB,b4ff5e69,f0cd34b5,Transfer Error
190,280,"02/20/2024, 02:29:40 PM",data16_13TeV,DAOD_RPVLL.21711783._000426.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.21711783._000426.pool.root.1?copy_mode=pull,CERN-PROD_DATADISK,davs://eosatlas.cern.ch:443/eos/atlas/atlasdatadisk/rucio/data16_13TeV/2b/b1/DAOD_RPVLL.21711783._000426.pool.root.1,88f790b2,e68b726c,280,/rucio/data16_13TeV/DAOD_RPVLL.21711783._000426.pool.root.1,8137593665,8.138GB,88f790b2,e68b726c,Transfer Error
147,237,"02/20/2024, 03:40:47 PM",data16_13TeV,DAOD_RPVLL.21711783._000450.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.21711783._000450.pool.root.1?copy_mode=pull,CERN-PROD_DATADISK,davs://eosatlas.cern.ch:443/eos/atlas/atlasdatadisk/rucio/data16_13TeV/7e/de/DAOD_RPVLL.21711783._000450.pool.root.1,a543bd2a,629f1d58,237,/rucio/data16_13TeV/DAOD_RPVLL.21711783._000450.pool.root.1,8343238571,8.343GB,a543bd2a,629f1d58,Transfer Error
115,205,"02/20/2024, 04:32:52 PM",data16_13TeV,DAOD_RPVLL.22357261._000018.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357261._000018.pool.root.1?copy_mode=pull,CERN-PROD_DATADISK,davs://eosatlas.cern.ch:443/eos/atlas/atlasdatadisk/rucio/data16_13TeV/69/ac/DAOD_RPVLL.22357261._000018.pool.root.1,72a6fa65,d66273e4,205,/rucio/data16_13TeV/DAOD_RPVLL.22357261._000018.pool.root.1,7627864163,7.628GB,72a6fa65,d66273e4,Transfer Error
34,124,"02/20/2024, 05:48:55 PM",data16_13TeV,DAOD_RPVLL.22357270._000011.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357270._000011.pool.root.1?copy_mode=pull,CERN-PROD_DATADISK,davs://eosatlas.cern.ch:443/eos/atlas/atlasdatadisk/rucio/data16_13TeV/2d/c1/DAOD_RPVLL.22357270._000011.pool.root.1,f9cd989d,276d7350,124,/rucio/data16_13TeV/DAOD_RPVLL.22357270._000011.pool.root.1,8261587499,8.262GB,f9cd989d,276d7350,Transfer Error
144,234,"02/20/2024, 03:44:47 PM",data16_13TeV,DAOD_RPVLL.22357318._000007.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357318._000007.pool.root.1?copy_mode=pull,CERN-PROD_DATADISK,davs://eosatlas.cern.ch:443/eos/atlas/atlasdatadisk/rucio/data16_13TeV/d3/ca/DAOD_RPVLL.22357318._000007.pool.root.1,c5c58cdb,0655a6ce,234,/rucio/data16_13TeV/DAOD_RPVLL.22357318._000007.pool.root.1,10776720148,10.78GB,c5c58cdb,0655a6ce,Transfer Error
66,156,"02/20/2024, 05:22:54 PM",data16_13TeV,DAOD_RPVLL.22357318._000031.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357318._000031.pool.root.1?copy_mode=pull,BNL-OSG2_DATADISK,davs://dcgftp.usatlas.bnl.gov:443/pnfs/usatlas.bnl.gov/BNLT0D1/rucio/data16_13TeV/10/6b/DAOD_RPVLL.22357318._000031.pool.root.1,07e38f73,4b0c7dc1,156,/rucio/data16_13TeV/DAOD_RPVLL.22357318._000031.pool.root.1,9418968998,9.419GB,07e38f73,4b0c7dc1,Transfer Error
460,551,"02/20/2024, 07:46:56 AM",data16_13TeV,DAOD_RPVLL.22357318._000041.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357318._000041.pool.root.1?copy_mode=pull,CERN-PROD_DATADISK,davs://eosatlas.cern.ch:443/eos/atlas/atlasdatadisk/rucio/data16_13TeV/7d/7b/DAOD_RPVLL.22357318._000041.pool.root.1,0d4e269a,3257b8f1,551,/rucio/data16_13TeV/DAOD_RPVLL.22357318._000041.pool.root.1,9790010731,9.79GB,0d4e269a,3257b8f1,Transfer Error
259,350,"02/20/2024, 12:45:02 PM",data16_13TeV,DAOD_RPVLL.22357327._000002.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357327._000002.pool.root.1?copy_mode=pull,CERN-PROD_DATADISK,davs://eosatlas.cern.ch:443/eos/atlas/atlasdatadisk/rucio/data16_13TeV/79/f8/DAOD_RPVLL.22357327._000002.pool.root.1,22e58bd0,220b22d8,350,/rucio/data16_13TeV/DAOD_RPVLL.22357327._000002.pool.root.1,9277987774,9.278GB,22e58bd0,220b22d8,Transfer Error
48,138,"02/20/2024, 05:40:32 PM",data16_13TeV,DAOD_RPVLL.22357345._000005.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357345._000005.pool.root.1?copy_mode=pull,BNL-OSG2_DATADISK,davs://dcgftp.usatlas.bnl.gov:443/pnfs/usatlas.bnl.gov/BNLT0D1/rucio/data16_13TeV/c7/58/DAOD_RPVLL.22357345._000005.pool.root.1,a6506cd0,57a5a298,138,/rucio/data16_13TeV/DAOD_RPVLL.22357345._000005.pool.root.1,10961273814,10.96GB,a6506cd0,57a5a298,Transfer Error
201,291,"02/20/2024, 02:16:08 PM",data16_13TeV,DAOD_RPVLL.22357373._000003.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357373._000003.pool.root.1?copy_mode=pull,CERN-PROD_DATADISK,davs://eosatlas.cern.ch:443/eos/atlas/atlasdatadisk/rucio/data16_13TeV/c5/7b/DAOD_RPVLL.22357373._000003.pool.root.1,76f74344,c3bbe7f7,291,/rucio/data16_13TeV/DAOD_RPVLL.22357373._000003.pool.root.1,9680629834,9.681GB,76f74344,c3bbe7f7,Transfer Error
133,223,"02/20/2024, 03:52:40 PM",data16_13TeV,DAOD_RPVLL.22357373._000029.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357373._000029.pool.root.1?copy_mode=pull,BNL-OSG2_DATADISK,davs://dcgftp.usatlas.bnl.gov:443/pnfs/usatlas.bnl.gov/BNLT0D1/rucio/data16_13TeV/a7/4c/DAOD_RPVLL.22357373._000029.pool.root.1,63ac81d6,15f65914,223,/rucio/data16_13TeV/DAOD_RPVLL.22357373._000029.pool.root.1,8375306358,8.375GB,63ac81d6,15f65914,Transfer Error
152,242,"02/20/2024, 03:22:13 PM",data16_13TeV,DAOD_RPVLL.22357383._000009.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357383._000009.pool.root.1?copy_mode=pull,CERN-PROD_DATADISK,davs://eosatlas.cern.ch:443/eos/atlas/atlasdatadisk/rucio/data16_13TeV/db/94/DAOD_RPVLL.22357383._000009.pool.root.1,d0162aa7,04074c8c,242,/rucio/data16_13TeV/DAOD_RPVLL.22357383._000009.pool.root.1,9725276972,9.725GB,d0162aa7,04074c8c,Transfer Error
25,114,"02/20/2024, 06:02:34 PM",data16_13TeV,DAOD_RPVLL.22357404._000017.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357404._000017.pool.root.1?copy_mode=pull,BNL-OSG2_DATADISK,davs://dcgftp.usatlas.bnl.gov:443/pnfs/usatlas.bnl.gov/BNLT0D1/rucio/data16_13TeV/60/8a/DAOD_RPVLL.22357404._000017.pool.root.1,817949f8,1d4b0bc4,114,/rucio/data16_13TeV/DAOD_RPVLL.22357404._000017.pool.root.1,9575756943,9.576GB,817949f8,1d4b0bc4,Transfer Error
106,196,"02/20/2024, 04:37:48 PM",data16_13TeV,DAOD_RPVLL.22357404._000049.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357404._000049.pool.root.1?copy_mode=pull,CERN-PROD_DATADISK,davs://eosatlas.cern.ch:443/eos/atlas/atlasdatadisk/rucio/data16_13TeV/1b/28/DAOD_RPVLL.22357404._000049.pool.root.1,cc888bd9,8da99e6a,196,/rucio/data16_13TeV/DAOD_RPVLL.22357404._000049.pool.root.1,9065789394,9.066GB,cc888bd9,8da99e6a,Transfer Error
138,228,"02/20/2024, 03:46:17 PM",data16_13TeV,DAOD_RPVLL.22357404._000054.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357404._000054.pool.root.1?copy_mode=pull,BNL-OSG2_DATADISK,davs://dcgftp.usatlas.bnl.gov:443/pnfs/usatlas.bnl.gov/BNLT0D1/rucio/data16_13TeV/62/c3/DAOD_RPVLL.22357404._000054.pool.root.1,06483210,27785412,228,/rucio/data16_13TeV/DAOD_RPVLL.22357404._000054.pool.root.1,8936253264,8.936GB,06483210,27785412,Transfer Error
218,309,"02/20/2024, 01:40:01 PM",data16_13TeV,DAOD_RPVLL.22357404._000067.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357404._000067.pool.root.1?copy_mode=pull,CERN-PROD_DATADISK,davs://eosatlas.cern.ch:443/eos/atlas/atlasdatadisk/rucio/data16_13TeV/89/39/DAOD_RPVLL.22357404._000067.pool.root.1,0aab8d5b,d91c809e,309,/rucio/data16_13TeV/DAOD_RPVLL.22357404._000067.pool.root.1,8649527994,8.65GB,0aab8d5b,d91c809e,Transfer Error
184,274,"02/20/2024, 02:34:41 PM",data16_13TeV,DAOD_RPVLL.22357404._000078.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357404._000078.pool.root.1?copy_mode=pull,BNL-OSG2_DATADISK,davs://dcgftp.usatlas.bnl.gov:443/pnfs/usatlas.bnl.gov/BNLT0D1/rucio/data16_13TeV/45/1e/DAOD_RPVLL.22357404._000078.pool.root.1,b518258c,b9efecf5,274,/rucio/data16_13TeV/DAOD_RPVLL.22357404._000078.pool.root.1,8520205451,8.52GB,b518258c,b9efecf5,Transfer Error
158,248,"02/20/2024, 03:12:43 PM",data16_13TeV,DAOD_RPVLL.22357412._000019.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357412._000019.pool.root.1?copy_mode=pull,CERN-PROD_DATADISK,davs://eosatlas.cern.ch:443/eos/atlas/atlasdatadisk/rucio/data16_13TeV/c3/70/DAOD_RPVLL.22357412._000019.pool.root.1,e2b89467,0a4aa80c,248,/rucio/data16_13TeV/DAOD_RPVLL.22357412._000019.pool.root.1,9470728342,9.471GB,e2b89467,0a4aa80c,Transfer Error
312,403,"02/20/2024, 11:45:07 AM",data16_13TeV,DAOD_RPVLL.22357412._000105.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357412._000105.pool.root.1?copy_mode=pull,CERN-PROD_DATADISK,davs://eosatlas.cern.ch:443/eos/atlas/atlasdatadisk/rucio/data16_13TeV/eb/53/DAOD_RPVLL.22357412._000105.pool.root.1,a8cfa4d5,fc132963,403,/rucio/data16_13TeV/DAOD_RPVLL.22357412._000105.pool.root.1,10417979015,10.42GB,a8cfa4d5,fc132963,Transfer Error
70,160,"02/20/2024, 05:20:30 PM",data16_13TeV,DAOD_RPVLL.22357431._000068.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357431._000068.pool.root.1?copy_mode=pull,CERN-PROD_DATADISK,davs://eosatlas.cern.ch:443/eos/atlas/atlasdatadisk/rucio/data16_13TeV/49/a7/DAOD_RPVLL.22357431._000068.pool.root.1,79d41d8f,56fa6649,160,/rucio/data16_13TeV/DAOD_RPVLL.22357431._000068.pool.root.1,9795551851,9.796GB,79d41d8f,56fa6649,Transfer Error
437,528,"02/20/2024, 09:04:18 AM",data16_13TeV,DAOD_RPVLL.22357431._000103.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357431._000103.pool.root.1?copy_mode=pull,CERN-PROD_DATADISK,davs://eosatlas.cern.ch:443/eos/atlas/atlasdatadisk/rucio/data16_13TeV/8d/0b/DAOD_RPVLL.22357431._000103.pool.root.1,5a90d15b,8b3a8d33,528,/rucio/data16_13TeV/DAOD_RPVLL.22357431._000103.pool.root.1,9444350533,9.444GB,5a90d15b,8b3a8d33,Transfer Error
425,516,"02/20/2024, 09:39:23 AM",data16_13TeV,DAOD_RPVLL.22357431._000162.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357431._000162.pool.root.1?copy_mode=pull,CERN-PROD_DATADISK,davs://eosatlas.cern.ch:443/eos/atlas/atlasdatadisk/rucio/data16_13TeV/6d/cf/DAOD_RPVLL.22357431._000162.pool.root.1,a7c342d2,5b8ea724,516,/rucio/data16_13TeV/DAOD_RPVLL.22357431._000162.pool.root.1,9638608729,9.639GB,a7c342d2,5b8ea724,Transfer Error
401,492,"02/20/2024, 10:18:46 AM",data16_13TeV,DAOD_RPVLL.22357478._000003.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357478._000003.pool.root.1?copy_mode=pull,CERN-PROD_DATADISK,davs://eosatlas.cern.ch:443/eos/atlas/atlasdatadisk/rucio/data16_13TeV/87/8f/DAOD_RPVLL.22357478._000003.pool.root.1,7cee6c7a,e16632d1,492,/rucio/data16_13TeV/DAOD_RPVLL.22357478._000003.pool.root.1,10280497136,10.28GB,7cee6c7a,e16632d1,Transfer Error
270,361,"02/20/2024, 12:39:39 PM",data16_13TeV,DAOD_RPVLL.22357485._000012.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357485._000012.pool.root.1?copy_mode=pull,CERN-PROD_DATADISK,davs://eosatlas.cern.ch:443/eos/atlas/atlasdatadisk/rucio/data16_13TeV/80/dd/DAOD_RPVLL.22357485._000012.pool.root.1,fdd05478,362afc2c,361,/rucio/data16_13TeV/DAOD_RPVLL.22357485._000012.pool.root.1,10286685126,10.29GB,fdd05478,362afc2c,Transfer Error
440,531,"02/20/2024, 08:45:18 AM",data16_13TeV,DAOD_RPVLL.22357490._000017.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357490._000017.pool.root.1?copy_mode=pull,BNL-OSG2_DATADISK,davs://dcgftp.usatlas.bnl.gov:443/pnfs/usatlas.bnl.gov/BNLT0D1/rucio/data16_13TeV/ec/99/DAOD_RPVLL.22357490._000017.pool.root.1,58ae9cae,ebc6ed4a,531,/rucio/data16_13TeV/DAOD_RPVLL.22357490._000017.pool.root.1,9581355646,9.581GB,58ae9cae,ebc6ed4a,Transfer Error
369,460,"02/20/2024, 10:57:08 AM",data16_13TeV,DAOD_RPVLL.22357490._000028.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357490._000028.pool.root.1?copy_mode=pull,CERN-PROD_DATADISK,davs://eosatlas.cern.ch:443/eos/atlas/atlasdatadisk/rucio/data16_13TeV/92/f1/DAOD_RPVLL.22357490._000028.pool.root.1,b0d7ca52,07ce9f3e,460,/rucio/data16_13TeV/DAOD_RPVLL.22357490._000028.pool.root.1,9362345373,9.362GB,b0d7ca52,07ce9f3e,Transfer Error
83,173,"02/20/2024, 05:14:44 PM",data16_13TeV,DAOD_RPVLL.22357490._000080.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357490._000080.pool.root.1?copy_mode=pull,CERN-PROD_DATADISK,davs://eosatlas.cern.ch:443/eos/atlas/atlasdatadisk/rucio/data16_13TeV/0e/a0/DAOD_RPVLL.22357490._000080.pool.root.1,0c7ffb1f,df41659f,173,/rucio/data16_13TeV/DAOD_RPVLL.22357490._000080.pool.root.1,8658243143,8.658GB,0c7ffb1f,df41659f,Transfer Error
356,447,"02/20/2024, 11:11:30 AM",data16_13TeV,DAOD_RPVLL.22357490._000109.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357490._000109.pool.root.1?copy_mode=pull,BNL-OSG2_DATADISK,davs://dcgftp.usatlas.bnl.gov:443/pnfs/usatlas.bnl.gov/BNLT0D1/rucio/data16_13TeV/be/64/DAOD_RPVLL.22357490._000109.pool.root.1,9134d35f,9810d62a,447,/rucio/data16_13TeV/DAOD_RPVLL.22357490._000109.pool.root.1,8147708884,8.148GB,9134d35f,9810d62a,Transfer Error
242,333,"02/20/2024, 01:06:42 PM",data16_13TeV,DAOD_RPVLL.22357490._000136.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357490._000136.pool.root.1?copy_mode=pull,BNL-OSG2_DATADISK,davs://dcgftp.usatlas.bnl.gov:443/pnfs/usatlas.bnl.gov/BNLT0D1/rucio/data16_13TeV/c0/a0/DAOD_RPVLL.22357490._000136.pool.root.1,ec0d2c55,0f132bc8,333,/rucio/data16_13TeV/DAOD_RPVLL.22357490._000136.pool.root.1,10343303039,10.34GB,ec0d2c55,0f132bc8,Transfer Error
231,322,"02/20/2024, 01:23:45 PM",data16_13TeV,DAOD_RPVLL.22357490._000137.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357490._000137.pool.root.1?copy_mode=pull,CERN-PROD_DATADISK,davs://eosatlas.cern.ch:443/eos/atlas/atlasdatadisk/rucio/data16_13TeV/25/83/DAOD_RPVLL.22357490._000137.pool.root.1,e25a6651,3fe92e06,322,/rucio/data16_13TeV/DAOD_RPVLL.22357490._000137.pool.root.1,10166462494,10.17GB,e25a6651,3fe92e06,Transfer Error
120,210,"02/20/2024, 04:25:24 PM",data16_13TeV,DAOD_RPVLL.22357490._000141.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357490._000141.pool.root.1?copy_mode=pull,CERN-PROD_DATADISK,davs://eosatlas.cern.ch:443/eos/atlas/atlasdatadisk/rucio/data16_13TeV/69/36/DAOD_RPVLL.22357490._000141.pool.root.1,22324cd3,e6e3fa86,210,/rucio/data16_13TeV/DAOD_RPVLL.22357490._000141.pool.root.1,10015676093,10.02GB,22324cd3,e6e3fa86,Transfer Error
286,377,"02/20/2024, 12:35:29 PM",data16_13TeV,DAOD_RPVLL.22357490._000153.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357490._000153.pool.root.1?copy_mode=pull,CERN-PROD_DATADISK,davs://eosatlas.cern.ch:443/eos/atlas/atlasdatadisk/rucio/data16_13TeV/c4/b3/DAOD_RPVLL.22357490._000153.pool.root.1,d224e2d8,079b54c7,377,/rucio/data16_13TeV/DAOD_RPVLL.22357490._000153.pool.root.1,9637239395,9.637GB,d224e2d8,079b54c7,Transfer Error
280,371,"02/20/2024, 12:37:22 PM",data16_13TeV,DAOD_RPVLL.22357490._000161.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357490._000161.pool.root.1?copy_mode=pull,CERN-PROD_DATADISK,davs://eosatlas.cern.ch:443/eos/atlas/atlasdatadisk/rucio/data16_13TeV/a5/48/DAOD_RPVLL.22357490._000161.pool.root.1,6c850fe8,5183f581,371,/rucio/data16_13TeV/DAOD_RPVLL.22357490._000161.pool.root.1,9543160378,9.543GB,6c850fe8,5183f581,Transfer Error
88,178,"02/20/2024, 04:57:11 PM",data16_13TeV,DAOD_RPVLL.22357490._000176.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357490._000176.pool.root.1?copy_mode=pull,CERN-PROD_DATADISK,davs://eosatlas.cern.ch:443/eos/atlas/atlasdatadisk/rucio/data16_13TeV/76/59/DAOD_RPVLL.22357490._000176.pool.root.1,e8da1e49,3f90fe8a,178,/rucio/data16_13TeV/DAOD_RPVLL.22357490._000176.pool.root.1,9021675466,9.022GB,e8da1e49,3f90fe8a,Transfer Error
134,224,"02/20/2024, 03:52:28 PM",data16_13TeV,DAOD_RPVLL.22357490._000213.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357490._000213.pool.root.1?copy_mode=pull,BNL-OSG2_DATADISK,davs://dcgftp.usatlas.bnl.gov:443/pnfs/usatlas.bnl.gov/BNLT0D1/rucio/data16_13TeV/96/99/DAOD_RPVLL.22357490._000213.pool.root.1,937d463f,ab85dce9,224,/rucio/data16_13TeV/DAOD_RPVLL.22357490._000213.pool.root.1,10390149365,10.39GB,937d463f,ab85dce9,Transfer Error
418,509,"02/20/2024, 09:54:06 AM",data16_13TeV,DAOD_RPVLL.22357495._000017.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357495._000017.pool.root.1?copy_mode=pull,CERN-PROD_DATADISK,davs://eosatlas.cern.ch:443/eos/atlas/atlasdatadisk/rucio/data16_13TeV/45/36/DAOD_RPVLL.22357495._000017.pool.root.1,a8cf9660,aff76e18,509,/rucio/data16_13TeV/DAOD_RPVLL.22357495._000017.pool.root.1,11220434544,11.22GB,a8cf9660,aff76e18,Transfer Error
282,373,"02/20/2024, 12:36:56 PM",data16_13TeV,DAOD_RPVLL.22357495._000032.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357495._000032.pool.root.1?copy_mode=pull,CERN-PROD_DATADISK,davs://eosatlas.cern.ch:443/eos/atlas/atlasdatadisk/rucio/data16_13TeV/2f/13/DAOD_RPVLL.22357495._000032.pool.root.1,d0ab6478,f1ab2fc9,373,/rucio/data16_13TeV/DAOD_RPVLL.22357495._000032.pool.root.1,9408735425,9.409GB,d0ab6478,f1ab2fc9,Transfer Error
186,276,"02/20/2024, 02:33:40 PM",data16_13TeV,DAOD_RPVLL.22357495._000122.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357495._000122.pool.root.1?copy_mode=pull,CERN-PROD_DATADISK,davs://eosatlas.cern.ch:443/eos/atlas/atlasdatadisk/rucio/data16_13TeV/80/95/DAOD_RPVLL.22357495._000122.pool.root.1,1634732f,6b9b75f1,276,/rucio/data16_13TeV/DAOD_RPVLL.22357495._000122.pool.root.1,8622378684,8.622GB,1634732f,6b9b75f1,Transfer Error
19,108,"02/20/2024, 06:08:53 PM",data16_13TeV,DAOD_RPVLL.22357495._000123.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357495._000123.pool.root.1?copy_mode=pull,CERN-PROD_DATADISK,davs://eosatlas.cern.ch:443/eos/atlas/atlasdatadisk/rucio/data16_13TeV/4e/02/DAOD_RPVLL.22357495._000123.pool.root.1,bd7bdb5b,61762623,108,/rucio/data16_13TeV/DAOD_RPVLL.22357495._000123.pool.root.1,8274269906,8.274GB,bd7bdb5b,61762623,Transfer Error
378,469,"02/20/2024, 10:49:28 AM",data16_13TeV,DAOD_RPVLL.22357495._000159.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357495._000159.pool.root.1?copy_mode=pull,BNL-OSG2_DATADISK,davs://dcgftp.usatlas.bnl.gov:443/pnfs/usatlas.bnl.gov/BNLT0D1/rucio/data16_13TeV/39/6e/DAOD_RPVLL.22357495._000159.pool.root.1,a561043e,30612601,469,/rucio/data16_13TeV/DAOD_RPVLL.22357495._000159.pool.root.1,9034966197,9.035GB,a561043e,30612601,Transfer Error
160,250,"02/20/2024, 03:03:07 PM",data16_13TeV,DAOD_RPVLL.22357495._000189.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357495._000189.pool.root.1?copy_mode=pull,CERN-PROD_DATADISK,davs://eosatlas.cern.ch:443/eos/atlas/atlasdatadisk/rucio/data16_13TeV/07/11/DAOD_RPVLL.22357495._000189.pool.root.1,c798ee9e,dc3d7805,250,/rucio/data16_13TeV/DAOD_RPVLL.22357495._000189.pool.root.1,7046577613,7.047GB,c798ee9e,dc3d7805,Transfer Error
266,357,"02/20/2024, 12:41:59 PM",data16_13TeV,DAOD_RPVLL.22357505._000027.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357505._000027.pool.root.1?copy_mode=pull,BNL-OSG2_DATADISK,davs://dcgftp.usatlas.bnl.gov:443/pnfs/usatlas.bnl.gov/BNLT0D1/rucio/data16_13TeV/35/0c/DAOD_RPVLL.22357505._000027.pool.root.1,2565b9be,31e2dd77,357,/rucio/data16_13TeV/DAOD_RPVLL.22357505._000027.pool.root.1,9521319381,9.521GB,2565b9be,31e2dd77,Transfer Error
185,275,"02/20/2024, 02:34:39 PM",data16_13TeV,DAOD_RPVLL.22357505._000066.pool.root.1,s3s://atlas-seal-cloud.cern.ch:443/rucio/data16_13TeV/DAOD_RPVLL.22357505._000066.pool.root.1?copy_mode=pull,CERN-PROD_DATADISK,davs://eosatlas.cern.ch:443/eos/atlas/atlasdatadisk/rucio/data16_13TeV/9b/57/DAOD_RPVLL.22357505._000066.pool.root.1,c001f697,e184918e,275,/rucio/data16_13TeV/DAOD_RPVLL.22357505._000066.pool.root.1,9794526134,9.795GB,c001f697,e184918e,Transfer Error
